row,type
800,15
801,2
802,4
803,14
804,19
805,13
806,12
807,1
808,18
809,18
810,2
811,5
812,4
813,4
814,5
815,15
816,4
817,1
818,2
819,7
820,5
821,4
822,5
823,16
824,9
825,5
826,6
827,7
828,6
829,9
830,18
831,9
832,4
833,6
834,7
835,6
836,15
837,10
838,18
839,9
840,2
841,15
842,4
843,13
844,2
845,6
846,2
847,10
848,6
849,18
850,6
851,19
852,19
853,16
854,15
855,5
856,5
857,10
858,4
859,19
860,4
861,13
862,2
863,12
864,18
865,2
866,1
867,18
868,7
869,13
870,4
871,13
872,13
873,5
874,4
875,13
876,13
877,5
878,13
879,2
880,5
881,1
882,10
883,4
884,13
885,1
886,18
887,12
888,18
889,13
890,9
891,19
892,4
893,2
894,16
895,5
896,4
897,4
898,4
899,15
900,13
901,16
902,16
903,19
904,19
905,13
906,7
907,4
908,5
909,13
910,4
911,13
912,18
913,4
914,13
915,4
916,7
917,4
918,13
919,4
920,13
921,4
922,19
923,4
924,7
925,13
926,4
927,13
928,19
929,7
930,16
931,4
932,16
933,13
934,4
935,16
936,5
937,5
938,16
939,7
940,4
941,7
942,13
943,16
944,7
945,5
946,4
947,16
948,5
949,13
950,7
951,16
952,4
953,4
954,5
955,4
956,4
957,16
958,7
959,13
960,7
961,4
962,13
963,4
964,4
965,13
966,13
967,13
968,4
969,4
970,4
971,4
972,4
973,13
974,4
975,4
976,13
977,19
978,19
979,19
980,16
981,19
982,19
983,13
984,4
985,16
986,13
987,5
988,4
989,4
990,19
991,13
992,4
993,4
994,4
995,4
996,4
997,16
998,13
999,4
1000,4
