row,type
800,10
801,2
802,2
803,8
804,2
805,3
806,2
807,4
808,8
809,2
810,8
811,2
812,8
813,8
814,3
815,3
816,2
817,4
818,9
819,2
820,2
821,2
822,2
823,8
824,2
825,4
826,10
827,8
828,2
829,2
830,2
831,3
832,10
833,2
834,2
835,2
836,5
837,2
838,2
839,9
840,2
841,3
842,8
843,5
844,8
845,2
846,2
847,2
848,2
849,2
850,10
851,9
852,3
853,9
854,2
855,2
856,4
857,2
858,2
859,2
860,5
861,3
862,3
863,2
864,2
865,8
866,8
867,10
868,4
869,3
870,2
871,2
872,2
873,2
874,5
875,2
876,2
877,2
878,4
879,2
880,2
881,2
882,2
883,2
884,2
885,2
886,2
887,8
888,2
889,2
890,2
891,2
892,2
893,10
894,2
895,5
896,8
897,8
898,2
899,2
900,2
901,2
902,2
903,2
904,2
905,9
906,3
907,8
908,10
909,4
910,5
911,9
912,10
913,10
914,8
915,5
916,4
917,2
918,8
919,3
920,2
921,2
922,2
923,4
924,9
925,8
926,8
927,8
928,2
929,3
930,8
931,2
932,2
933,8
934,2
935,2
936,2
937,2
938,8
939,10
940,2
941,2
942,2
943,2
944,2
945,2
946,2
947,2
948,3
949,8
950,2
951,2
952,2
953,2
954,10
955,10
956,2
957,2
958,8
959,3
960,2
961,2
962,2
963,2
964,2
965,2
966,10
967,2
968,2
969,2
970,2
971,3
972,2
973,3
974,8
975,10
976,9
977,2
978,10
979,2
980,2
981,2
982,2
983,2
984,2
985,3
986,10
987,2
988,2
989,2
990,9
991,8
992,2
993,2
994,2
995,2
996,2
997,2
998,2
999,2
1000,9
